Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,COGS unit,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,66.39 $,5,17.8475,374.7975,2/17/2019,19:57,Credit card,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,18.19 $,6,5.745,120.645,1/29/2019,10:01,Credit card,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,49.44 $,4,11.498,241.458,3/15/2019,11:57,Cash,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,54.04 $,7,21.4935,451.3635,1/14/2019,10:02,Cash,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,24.35 $,10,12.95,271.95,2/6/2019,14:51,Ewallet,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,15.99 $,5,4.4425,93.2925,2/15/2019,12:42,Credit card,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,19.35 $,9,10.3635,217.6335,1/3/2019,12:02,Ewallet,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,63.32 $,9,29.9925,629.8425,1/4/2019,18:19,Credit card,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,24.82 $,10,14.265,299.565,3/18/2019,17:38,Ewallet,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,27.94 $,3,4.5555,95.6655,3/28/2019,13:41,Ewallet,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,,84.77 $,9,44.8785,942.4485,3/2/2019,19:42,Credit card,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,,22.3 $,9,11.8035,247.8735,1/25/2019,20:24,Ewallet,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,87.66 $,9,41.967,881.307,1/16/2019,18:08,Cash,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,82.2 $,5,23.09,484.89,3/20/2019,19:17,Ewallet,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,44.56 $,3,6.963,146.223,1/4/2019,13:24,Credit card,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,26.95 $,7,10.3635,217.6335,3/11/2019,15:53,Cash,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,16.09 $,1,0.914,19.194,3/22/2019,15:05,Credit card,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,23.78 $,5,6.1925,130.0425,3/24/2019,18:27,Cash,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,89.91 $,3,14.196,298.116,2/21/2019,16:55,Cash,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,,86.33 $,8,37.948,796.908,2/12/2019,12:58,Ewallet,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,49.89 $,3,8.601,180.621,3/10/2019,18:59,Credit card,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,41.72 $,6,13.605,285.705,1/31/2019,13:44,Ewallet,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,,58.98 $,7,21.728,456.288,3/6/2019,13:46,Ewallet,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,10.87 $,5,2.9525,62.0025,2/17/2019,18:06,Cash,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,12.04 $,1,0.627,13.167,2/21/2019,12:38,Cash,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,41.52 $,2,4.325,90.825,3/20/2019,15:56,Cash,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,77.57 $,2,8.716,183.036,1/11/2019,14:29,Credit card,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,65.9 $,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,4.0
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,32.24 $,4,7.412,155.652,1/31/2019,16:24,Ewallet,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,87.07 $,6,27.21,571.41,2/26/2019,10:52,Cash,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,55.18 $,8,25.368,532.728,3/11/2019,12:55,Ewallet,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,75.67 $,2,8.137,170.877,1/26/2019,19:28,Cash,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,9.85 $,3,1.5885,33.3585,3/12/2019,13:52,Credit card,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,72.32 $,9,37.8405,794.6505,2/11/2019,10:54,Cash,8.0
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,63.49 $,4,14.764,310.044,2/21/2019,18:31,Cash,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,47.78 $,10,25.97,545.37,3/9/2019,18:24,Ewallet,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,,81.96 $,2,9.314,195.594,1/20/2019,18:09,Ewallet,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,14.97 $,5,4.3525,91.4025,1/28/2019,15:16,Credit card,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,,42.45 $,5,11.055,232.155,3/5/2019,17:07,Credit card,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,11.5 $,5,3.305,69.405,3/2/2019,19:26,Cash,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,76.24 $,1,4.4845,94.1745,1/11/2019,11:20,Ewallet,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,21.2 $,9,11.223,235.683,1/11/2019,16:49,Credit card,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,57.38 $,2,5.977,125.517,3/11/2019,12:01,Credit card,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,79.22 $,2,9.32,195.72,2/28/2019,18:37,Credit card,6.0
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,58.89 $,4,12.53,263.13,1/5/2019,11:25,Cash,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,90.12 $,8,37.548,788.508,2/2/2019,18:42,Credit card,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,40.93 $,8,19.036,399.756,1/1/2019,14:47,Cash,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,70.82 $,3,12.21,256.41,2/9/2019,19:43,Cash,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,15.79 $,5,4.485,94.185,1/23/2019,14:04,Ewallet,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,69.95 $,4,15.544,326.424,1/7/2019,16:11,Credit card,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,70.14 $,7,25.571,536.991,1/14/2019,19:06,Credit card,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,43.76 $,9,20.9475,439.8975,2/2/2019,15:34,Ewallet,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,32.37 $,10,17.595,369.495,3/17/2019,19:06,Credit card,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,13.53 $,2,1.439,30.219,3/2/2019,19:44,Credit card,7.2
290-68-2984,A,Yangon,,Male,Home and lifestyle,23.75,22.8 $,4,4.75,99.75,3/16/2019,11:22,Cash,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,49.48 $,8,23.56,494.76,1/6/2019,11:23,Cash,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,28.05 $,4,6.524,137.004,1/29/2019,14:12,Cash,9.0
366-93-0948,A,Yangon,Member,Male,Electronic accessories,,57.06 $,1,3.3175,69.6675,1/31/2019,10:46,Credit card,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,23.32 $,6,7.773,163.233,2/5/2019,10:16,Ewallet,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,29.99 $,4,6.45,135.45,2/13/2019,12:38,Ewallet,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,59.35 $,4,13.188,276.948,2/7/2019,13:05,Credit card,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,,69.06 $,9,33.777,709.317,3/19/2019,13:25,Ewallet,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,,15.63 $,4,3.29,69.09,3/7/2019,14:53,Ewallet,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,35.62 $,4,7.66,160.86,3/13/2019,19:22,Cash,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,20.02 $,10,11.12,233.52,2/9/2019,11:00,Cash,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,49.0 $,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,85.61 $,7,34.44,723.24,3/12/2019,12:43,Credit card,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,34.05 $,4,7.094,148.974,3/14/2019,17:22,Credit card,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,70.12 $,10,37.3,783.3,1/8/2019,20:55,Cash,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,64.37 $,4,14.148,297.108,1/5/2019,16:05,Credit card,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,33.76 $,10,17.77,373.17,1/4/2019,13:34,Ewallet,7.0
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,56.64 $,5,16.8575,354.0075,3/6/2019,18:13,Ewallet,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,19.01 $,2,2.112,44.352,1/3/2019,19:17,Cash,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,18.74 $,9,9.693,203.553,1/7/2019,11:44,Credit card,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,11.43 $,2,1.203,25.263,1/27/2019,15:51,Cash,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,93.73 $,6,29.913,628.173,2/26/2019,16:52,Ewallet,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,,43.65 $,7,16.7895,352.5795,1/7/2019,20:52,Cash,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,19.64 $,10,10.91,229.11,1/7/2019,17:36,Cash,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,,82.06 $,4,19.084,400.764,2/2/2019,13:23,Ewallet,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,61.05 $,10,35.495,745.395,3/20/2019,16:28,Cash,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,39.18 $,10,22.01,462.21,3/20/2019,19:57,Credit card,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,,65.06 $,8,27.984,587.664,2/15/2019,17:01,Credit card,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,35.15 $,1,1.85,38.85,3/6/2019,13:29,Credit card,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,13.35 $,1,0.767,16.107,1/6/2019,11:09,Cash,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,92.84 $,6,29.949,628.929,3/4/2019,15:02,Ewallet,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,40.04 $,4,9.534,200.214,3/12/2019,14:21,Cash,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,60.01 $,5,16.67,350.07,2/20/2019,18:01,Cash,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,71.87 $,1,3.743,78.603,3/24/2019,14:49,Cash,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,22.32 $,9,10.6875,224.4375,1/31/2019,12:02,Cash,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,41.23 $,7,16.9785,356.5485,1/25/2019,13:30,Credit card,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,,87.29 $,7,33.208,697.368,2/3/2019,14:38,Cash,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,34.66 $,10,20.15,423.15,1/24/2019,17:37,Credit card,7.0
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,26.18 $,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,6.0
278-97-7759,A,Yangon,Member,Female,Electronic accessories,,54.98 $,1,3.124,65.604,2/18/2019,20:29,Cash,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,31.27 $,2,3.636,76.356,1/21/2019,10:00,Cash,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,,17.2 $,10,9.055,190.155,3/13/2019,11:46,Ewallet,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,46.73 $,5,12.98,272.58,3/3/2019,13:42,Cash,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,,25.09 $,4,5.768,121.128,3/29/2019,14:44,Cash,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,66.62 $,6,23.514,493.794,1/10/2019,14:16,Ewallet,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,57.01 $,4,12.002,252.042,1/25/2019,15:54,Cash,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,,77.98 $,1,4.4305,93.0405,1/19/2019,10:21,Cash,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,89.84 $,2,9.982,209.622,1/2/2019,18:09,Credit card,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,36.28 $,1,1.9505,40.9605,3/12/2019,16:46,Credit card,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,40.83 $,1,2.4305,51.0405,2/25/2019,15:31,Cash,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,48.12 $,4,10.238,214.998,3/18/2019,17:15,Credit card,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,12.57 $,8,5.984,125.664,2/23/2019,12:29,Cash,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,62.09 $,7,25.27,530.67,3/26/2019,20:14,Ewallet,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,38.62 $,7,14.0805,295.6905,3/30/2019,13:22,Cash,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,,77.25 $,8,35.516,745.836,2/17/2019,17:09,Cash,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,24.63 $,3,3.972,83.412,3/21/2019,10:40,Ewallet,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,75.36 $,2,8.191,172.011,3/5/2019,17:43,Cash,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,67.94 $,6,23.979,503.559,1/31/2019,14:04,Cash,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,60.32 $,2,6.933,145.593,2/5/2019,19:05,Ewallet,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,,13.66 $,5,3.5575,74.7075,2/1/2019,10:08,Credit card,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,13.22 $,9,6.9975,146.9475,3/7/2019,13:12,Cash,5.0
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,72.66 $,10,39.065,820.365,2/10/2019,20:51,Cash,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,94.4 $,2,9.937,208.677,2/14/2019,17:29,Cash,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,18.76 $,3,3.162,66.402,2/9/2019,10:25,Cash,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,65.07 $,5,18.6975,392.6475,1/10/2019,11:34,Cash,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,,24.92 $,7,10.3845,218.0745,3/11/2019,18:58,Credit card,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,,38.78 $,4,8.814,185.094,2/18/2019,16:28,Ewallet,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,19.72 $,9,10.3185,216.6885,2/26/2019,20:26,Cash,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,36.66 $,1,1.971,41.391,1/18/2019,15:08,Cash,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,13.28 $,6,4.578,96.138,2/15/2019,18:03,Ewallet,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,58.68 $,5,15.4425,324.2925,3/8/2019,13:21,Cash,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,18.08 $,6,6.456,135.576,1/17/2019,12:48,Credit card,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,85.03 $,4,19.548,410.508,3/12/2019,19:53,Ewallet,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,86.81 $,5,24.945,523.845,3/9/2019,19:09,Cash,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,,82.01 $,4,18.852,395.892,3/12/2019,16:30,Cash,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,,44.99 $,4,10.226,214.746,1/25/2019,10:11,Credit card,4.0
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,33.45 $,4,7.272,152.712,3/25/2019,13:07,Cash,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,19.38 $,9,9.909,208.089,2/7/2019,18:48,Cash,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,30.27 $,3,4.935,103.635,2/17/2019,17:27,Credit card,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,72.4 $,5,19.255,404.355,2/3/2019,15:59,Cash,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,22.31 $,2,2.348,49.308,3/14/2019,11:21,Credit card,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,13.52 $,5,3.675,77.175,3/24/2019,13:48,Ewallet,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,23.9 $,5,7.1125,149.3625,3/21/2019,10:17,Credit card,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,71.82 $,9,34.38,721.98,3/19/2019,15:49,Ewallet,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,53.89 $,6,17.385,365.085,2/24/2019,13:02,Cash,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,40.5 $,3,7.1475,150.0975,3/28/2019,12:58,Credit card,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,39.82 $,9,19.269,404.649,2/5/2019,15:26,Credit card,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,44.24 $,3,7.2135,151.4835,2/10/2019,18:23,Credit card,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,50.93 $,7,19.5895,411.3795,3/5/2019,19:06,Ewallet,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,72.29 $,7,26.915,565.215,2/15/2019,20:21,Cash,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,87.33 $,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,41.97 $,3,6.6975,140.6475,2/14/2019,15:04,Cash,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,71.7 $,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,,62.6 $,1,3.5975,75.5475,2/4/2019,12:14,Cash,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,79.43 $,8,35.7,749.7,1/20/2019,10:13,Cash,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,21.86 $,7,9.107,191.247,3/28/2019,17:38,Cash,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,11.48 $,10,6.75,141.75,2/27/2019,11:06,Credit card,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,86.39 $,10,49.65,1042.65,2/15/2019,14:53,Credit card,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,,49.62 $,7,18.0915,379.9215,1/26/2019,18:22,Cash,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,48.71 $,7,19.1555,402.2655,3/14/2019,19:02,Credit card,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,24.57 $,9,12.15,255.15,3/2/2019,14:16,Cash,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,27.82 $,1,1.512,31.752,3/4/2019,15:44,Cash,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,75.77 $,4,17.828,374.388,1/7/2019,12:20,Credit card,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,34.17 $,10,18.775,394.275,3/8/2019,20:01,Credit card,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,85.9 $,10,47.72,1002.12,1/9/2019,13:45,Cash,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,26.12 $,3,4.125,86.625,3/1/2019,15:40,Ewallet,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,68.97 $,1,3.7485,78.7185,3/16/2019,16:58,Cash,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,70.44 $,8,32.384,680.064,2/17/2019,11:12,Credit card,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,88.8 $,8,37.788,793.548,2/27/2019,15:12,Cash,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,91.81 $,2,9.979,209.559,3/7/2019,20:37,Ewallet,8.0
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,61.5 $,6,21.966,461.286,1/21/2019,17:44,Cash,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,38.35 $,4,8.248,173.208,2/19/2019,16:23,Cash,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,75.15 $,4,16.336,343.056,1/6/2019,12:12,Cash,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,45.16 $,9,23.094,484.974,3/14/2019,19:33,Cash,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,60.01 $,4,13.188,276.948,3/24/2019,10:29,Cash,6.0
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,12.21 $,10,7.18,150.78,1/27/2019,14:28,Cash,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,19.35 $,9,9.675,203.175,3/6/2019,12:46,Credit card,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,,24.68 $,7,9.191,193.011,2/2/2019,19:40,Cash,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,,51.21 $,2,6.096,128.016,1/25/2019,19:39,Credit card,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,67.31 $,6,21.033,441.693,3/14/2019,17:54,Ewallet,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,35.77 $,6,12.624,265.104,1/29/2019,12:25,Cash,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,57.03 $,5,16.7725,352.2225,1/3/2019,16:47,Credit card,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,82.2 $,5,24.175,507.675,1/14/2019,12:52,Ewallet,7.0
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,31.13 $,9,15.921,334.341,1/5/2019,19:50,Credit card,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,82.12 $,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,87.28 $,4,19.396,407.316,2/6/2019,17:20,Ewallet,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,20.1 $,4,4.73,99.33,1/30/2019,13:32,Credit card,4.0
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,70.8 $,4,16.466,345.786,1/11/2019,10:37,Credit card,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,24.48 $,2,2.661,55.881,3/19/2019,14:35,Cash,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,,93.71 $,5,24.9225,523.3725,1/14/2019,12:09,Cash,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,71.89 $,4,14.978,314.538,3/1/2019,15:32,Ewallet,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,34.39 $,5,10.235,214.935,1/6/2019,13:58,Ewallet,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,72.79 $,1,3.791,79.611,1/31/2019,13:19,Cash,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,41.16 $,6,14.031,294.651,3/11/2019,13:37,Cash,6.0
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,27.8 $,10,16.16,339.36,2/20/2019,16:49,Credit card,10.0
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,49.74 $,9,24.3315,510.9615,1/27/2019,14:55,Ewallet,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,16.4 $,7,6.377,133.917,3/10/2019,14:04,Credit card,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,71.63 $,3,12.072,253.512,2/15/2019,12:31,Cash,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,35.29 $,10,18.975,398.475,1/26/2019,14:51,Cash,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,71.44 $,1,3.841,80.661,2/13/2019,18:27,Ewallet,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,45.99 $,10,26.13,548.73,3/9/2019,12:45,Credit card,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,70.17 $,1,3.987,83.727,3/6/2019,10:36,Ewallet,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,68.97 $,5,19.375,406.875,1/24/2019,20:36,Ewallet,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,48.3 $,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,12.37 $,9,6.1155,128.4255,3/15/2019,10:26,Cash,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,36.95 $,6,12.318,258.678,3/5/2019,13:30,Credit card,8.3
